movie_id,actor_id
2,1
3,1
3,2
3,3
3,4
3,5
5,25
5,24
5,23
5,22
5,21
5,20
5,19
5,18
5,17
5,16
5,15
5,14
5,13
5,12
5,11
5,10
5,9
5,8
5,7
5,6
6,37
6,36
6,35
6,34
6,33
6,32
6,28
6,30
6,29
6,27
6,26
6,31
11,97
11,96
11,95
11,94
11,93
11,92
11,91
11,90
11,87
11,88
11,86
11,85
11,84
11,83
11,82
11,81
11,98
11,89
11,99
11,118
11,101
11,80
11,117
11,116
11,115
11,114
11,113
11,112
11,111
11,110
11,109
11,108
11,107
11,106
11,105
11,104
11,103
11,102
11,100
11,79
11,77
11,39
11,55
11,54
11,53
11,52
11,51
11,50
11,49
11,48
11,47
11,46
11,45
11,43
11,42
11,41
11,40
11,78
11,38
11,56
11,57
11,44
11,59
11,58
11,76
11,75
11,74
11,73
11,71
11,70
11,69
11,72
11,67
11,66
11,65
11,64
11,63
11,62
11,61
11,68
11,60
12,132
12,133
12,134
12,138
12,136
12,137
12,131
12,139
12,135
12,130
12,123
12,128
12,129
12,120
12,121
12,122
12,119
12,125
12,126
12,127
12,124
13,165
13,159
13,160
13,161
13,162
13,163
13,166
13,158
13,168
13,169
13,170
13,171
13,172
13,173
13,167
13,157
13,164
13,155
13,140
13,142
13,143
13,144
13,145
13,146
13,147
13,141
13,156
13,149
13,150
13,151
13,152
13,153
13,154
13,148
14,192
14,193
14,194
14,195
14,196
14,197
14,201
14,199
14,200
14,202
14,203
14,204
14,191
14,198
14,189
14,190
14,188
14,132
14,174
14,175
14,176
14,178
14,179
14,180
14,177
14,182
14,183
14,184
14,185
14,186
14,187
14,181
15,235
15,229
15,228
15,230
15,231
15,232
15,233
15,234
15,236
15,244
15,238
15,239
15,240
15,246
15,242
15,243
15,245
15,227
15,237
15,226
15,241
15,224
15,225
15,205
15,206
15,207
15,208
15,209
15,210
15,212
15,213
15,211
15,215
15,223
15,214
15,221
15,220
15,222
15,218
15,217
15,216
15,219
16,256
16,261
16,260
16,259
16,258
16,257
16,255
16,144
16,253
16,254
16,252
16,251
16,250
16,249
16,248
16,247
17,266
17,265
17,264
17,263
17,262
18,289
18,290
18,288
18,291
18,292
18,293
18,294
18,295
18,301
18,296
18,297
18,298
18,299
18,300
18,302
18,303
18,287
18,304
18,15
18,275
18,285
18,286
18,267
18,268
18,269
18,270
18,271
18,273
18,274
18,272
18,277
18,278
18,279
18,280
18,281
18,282
18,283
18,284
18,276
19,313
19,318
19,317
19,316
19,315
19,314
19,312
19,305
19,310
19,309
19,308
19,307
19,306
19,311
20,324
20,319
20,320
20,321
20,322
20,323
20,325
21,326
22,327
22,349
22,350
22,351
22,352
22,353
22,354
22,355
22,356
22,357
22,358
22,359
22,360
22,361
22,362
22,364
22,365
22,366
22,348
22,122
22,363
22,346
22,328
22,329
22,330
22,331
22,332
22,333
22,347
22,335
22,336
22,334
22,338
22,339
22,340
22,341
22,342
22,343
22,344
22,345
22,337
24,383
24,384
24,385
24,386
24,387
24,394
24,389
24,390
24,391
24,392
24,393
24,382
24,388
24,381
24,374
24,379
24,367
24,368
24,380
24,370
24,371
24,369
24,373
24,375
24,376
24,377
24,378
24,372
25,402
25,408
25,407
25,406
25,405
25,403
25,185
25,404
25,400
25,399
25,401
25,398
25,397
25,396
25,395
26,409
26,410
27,411
27,412
28,427
28,428
28,429
28,430
28,431
28,436
28,433
28,434
28,435
28,426
28,432
28,424
28,425
28,416
28,422
28,89
28,421
28,420
28,419
28,418
28,417
28,423
28,415
28,414
28,413
30,437
33,452
33,453
33,454
33,455
33,456
33,451
33,457
33,458
33,459
33,460
33,461
33,450
33,442
33,448
33,449
33,439
33,440
33,441
33,438
33,444
33,445
33,446
33,447
33,443
35,470
35,131
35,475
35,474
35,473
35,472
35,471
35,469
35,466
35,467
35,465
35,156
35,464
35,463
35,462
35,468
38,483
38,488
38,487
38,485
38,484
38,482
38,486
38,480
38,479
38,478
38,481
38,477
38,476
55,509
55,508
55,507
55,506
55,505
55,504
55,502
55,501
55,500
55,499
55,503
55,497
55,496
55,495
55,494
55,493
55,492
55,491
55,490
55,489
55,498
58,516
58,517
58,518
58,337
58,331
58,519
58,522
58,521
58,122
58,277
58,338
58,515
58,520
58,514
58,348
58,357
58,349
58,344
58,513
58,351
58,352
58,512
58,511
58,347
58,346
58,355
58,359
58,510
59,530
59,531
59,529
59,533
59,532
59,528
59,523
59,526
59,525
59,264
59,524
59,527
62,546
62,545
62,544
62,543
62,542
62,541
62,540
62,69
62,538
62,537
62,536
62,535
62,534
62,63
62,539
63,586
63,585
63,584
63,583
63,582
63,581
63,579
63,576
63,162
63,578
63,577
63,587
63,580
63,588
63,598
63,590
63,591
63,592
63,593
63,594
63,595
63,596
63,597
63,599
63,602
63,600
63,601
63,250
63,589
63,575
63,549
63,573
63,574
63,548
63,550
63,551
63,552
63,553
63,554
63,555
63,556
63,557
63,558
63,559
63,152
63,547
63,561
63,15
63,572
63,571
63,569
63,568
63,570
63,566
63,565
63,564
63,563
63,562
63,567
63,560
64,609
64,614
64,613
64,612
64,611
64,610
64,319
64,607
64,606
64,605
64,604
64,603
64,608
65,623
65,622
65,621
65,620
65,618
65,617
65,616
65,615
65,619
66,628
66,418
66,629
66,528
66,627
66,625
66,444
66,626
66,443
66,624
67,630
67,631
67,632
68,646
68,357
68,645
68,288
68,643
68,642
68,641
68,644
68,639
68,638
68,637
68,636
68,635
68,634
68,633
68,640
69,663
69,664
69,665
69,666
69,668
69,669
69,673
69,671
69,672
69,674
69,675
69,662
69,670
69,661
69,667
69,659
69,660
69,647
69,648
69,649
69,650
69,652
69,651
69,654
69,655
69,656
69,657
69,658
69,653
70,694
70,690
70,691
70,692
70,693
70,695
70,701
70,697
70,698
70,699
70,700
70,689
70,702
70,696
70,688
70,682
70,686
70,676
70,677
70,446
70,678
70,687
70,443
70,679
70,621
70,681
70,395
70,683
70,684
70,685
70,680
71,708
71,710
71,709
71,707
71,703
71,705
71,704
71,706
73,732
73,733
73,734
73,735
73,736
73,737
73,738
73,739
73,741
73,731
73,742
73,743
73,744
73,745
73,746
73,748
73,749
73,740
73,730
73,747
73,728
73,729
73,711
73,713
73,714
73,715
73,716
73,717
73,718
73,712
73,720
73,721
73,722
73,723
73,724
73,725
73,726
73,727
73,719
74,765
74,766
74,767
74,768
74,769
74,773
74,771
74,772
74,774
74,775
74,776
74,764
74,770
74,763
74,759
74,446
74,762
74,751
74,752
74,753
74,754
74,750
74,756
74,757
74,758
74,760
74,761
74,755
75,787
75,794
75,793
75,792
75,795
75,791
75,790
75,789
75,788
75,786
75,780
75,784
75,196
75,783
75,782
75,781
75,779
75,778
75,777
75,785
76,801
76,800
76,799
76,796
76,797
76,798
77,809
77,812
77,811
77,810
77,808
77,804
77,806
77,805
77,803
77,802
77,807
78,821
78,827
78,826
78,825
78,824
78,823
78,822
78,292
78,371
78,820
78,819
78,818
78,817
78,89
78,816
78,815
78,814
78,813
79,838
79,837
79,836
79,834
79,833
79,835
79,824
79,831
79,830
79,829
79,828
79,832
80,844
80,843
80,842
80,841
80,840
80,799
80,839
80,798
81,852
81,856
81,855
81,854
81,853
81,851
81,857
81,849
81,848
81,847
81,846
81,845
81,850
82,511
82,872
82,871
82,869
82,868
82,867
82,866
82,870
82,864
82,863
82,862
82,861
82,860
82,859
82,858
82,865
83,873
83,874
83,875
85,898
85,89
85,892
85,893
85,894
85,897
85,895
85,51
85,45
85,896
85,890
85,43
85,889
85,891
85,887
85,888
85,876
85,878
85,879
85,880
85,881
85,877
85,883
85,100
85,884
85,885
85,886
85,882
86,911
86,919
86,918
86,917
86,916
86,915
86,914
86,913
86,912
86,910
86,906
86,908
86,907
86,905
86,904
86,903
86,902
86,901
86,900
86,899
86,909
87,930
87,931
87,932
87,936
87,934
87,89
87,935
87,933
87,928
87,929
87,926
87,920
87,921
87,898
87,922
87,927
87,924
87,878
87,925
87,923
88,947
88,955
88,954
88,953
88,952
88,951
88,950
88,948
88,946
88,949
88,944
88,943
88,942
88,941
88,940
88,939
88,938
88,937
88,945
89,971
89,972
89,888
89,973
89,974
89,975
89,878
89,59
89,977
89,895
89,897
89,978
89,889
89,970
89,976
89,969
89,965
89,968
89,89
89,887
89,956
89,957
89,958
89,960
89,840
89,959
89,962
89,963
89,964
89,966
89,967
89,961
90,987
90,991
90,990
90,989
90,988
90,986
90,981
90,984
90,983
90,982
90,980
90,979
90,985
91,992
93,1002
93,1007
93,1006
93,1005
93,1004
93,1003
93,1001
93,998
93,999
93,993
93,994
93,995
93,1000
93,997
93,996
95,1040
95,1041
95,1042
95,1043
95,251
95,1044
95,1045
95,1046
95,1047
95,1048
95,1049
95,1050
95,1051
95,1052
95,15
95,1054
95,1039
95,1056
95,1057
95,1058
95,1059
95,1060
95,1061
95,1062
95,1063
95,1064
95,1065
95,1066
95,1067
95,1053
95,1055
95,1038
95,1036
95,1008
95,1009
95,1010
95,1011
95,1012
95,1013
95,1014
95,1015
95,1016
95,1017
95,1037
95,1019
95,1020
95,1021
95,1018
95,1023
95,1035
95,1034
95,1022
95,1032
95,1031
95,1030
95,1033
95,1028
95,1027
95,1026
95,257
95,1025
95,1024
95,1029
96,985
96,989
96,983
96,982
96,1077
96,1076
96,1078
96,1074
96,1075
96,1072
96,988
96,1071
96,294
96,1070
96,1069
96,1068
96,1073
97,1086
97,1084
97,1083
97,1085
97,1081
97,1080
97,1079
97,1082
98,1100
98,1101
98,1102
98,1103
98,1104
98,1105
98,1106
98,1107
98,1108
98,1109
98,1110
98,1099
98,355
98,456
98,510
98,1097
98,1087
98,1088
98,1098
98,1090
98,1091
98,1092
98,1089
98,1094
98,1095
98,1096
98,667
98,1093
99,1121
99,1127
99,1126
99,1125
99,1124
99,1123
99,1122
99,1120
99,1113
99,1118
99,1117
99,1116
99,1115
99,1114
99,1112
99,1111
99,1119
100,1138
100,1140
100,1141
100,1144
100,1143
100,1137
100,1145
100,1142
100,1136
100,1139
100,278
100,1134
100,1133
100,1132
100,1131
100,1130
100,1129
100,1128
100,1135
101,1160
101,287
101,1161
101,1162
101,1163
101,1164
101,1169
101,1166
101,1167
101,792
101,1168
101,1159
101,1165
101,1158
101,1148
101,284
101,1157
101,1146
101,1147
101,1149
101,303
101,1150
101,1152
101,1153
101,1154
101,1155
101,1156
101,1151
102,1175
102,1178
102,1177
102,1176
102,1174
102,1171
102,1172
102,255
102,1170
102,1173
103,1187
103,1192
103,1191
103,1193
103,1189
103,1188
103,1186
103,1190
103,1185
103,1184
103,1183
103,1182
103,1181
103,1180
103,1179
103,131
104,1202
104,1201
104,1200
104,1199
104,1198
104,900
104,1197
104,1196
104,916
104,1195
104,1194
105,1225
105,1226
105,1227
105,1228
105,1229
105,1230
105,1231
105,1232
105,1233
105,1243
105,1235
105,1236
105,1237
105,1238
105,1239
105,1240
105,1241
105,1242
105,1224
105,1234
105,779
105,1209
105,1222
105,1203
105,1205
105,1206
105,1207
105,1208
105,1223
105,1210
105,1211
105,1212
105,1204
105,1214
105,1215
105,1216
105,1217
105,1218
105,1219
105,1220
105,1221
105,1213
106,1251
106,1250
106,1249
106,1248
106,1246
106,1245
106,1244
106,1247
107,1258
107,1266
107,273
107,1265
107,1264
107,1263
107,1262
107,1260
107,1259
107,516
107,1261
107,1256
107,1133
107,1255
107,1254
107,1253
107,1141
107,1131
107,1130
107,1252
107,1257
108,1271
108,1270
108,1269
108,1268
108,798
108,1267
109,798
109,1272
109,1273
109,1274
109,1275
109,1276
110,1270
110,1272
110,1280
110,1277
110,1278
110,798
110,1279
111,1302
111,1303
111,1304
111,1305
111,1306
111,1307
111,1308
111,1309
111,1310
111,1312
111,1313
111,1314
111,1315
111,1316
111,1317
111,1301
111,1311
111,1300
111,1297
111,1298
111,1281
111,1282
111,1283
111,1284
111,1285
111,1287
111,1288
111,1289
111,1286
111,1291
111,1292
111,1293
111,1294
111,1295
111,1296
111,1299
111,1290
112,1324
112,1318
112,1319
112,1320
112,1321
112,1322
112,1323
113,1326
113,1327
113,1325
114,1334
114,470
114,1328
114,1329
114,1330
114,1331
114,1332
114,1333
114,960
114,1335
114,1336
114,1337
115,1355
115,1354
115,1351
115,1352
115,1356
115,1353
115,1357
115,1364
115,1359
115,1360
115,1361
115,1362
115,1363
115,1358
115,1018
115,1338
115,1349
115,1350
115,999
115,1340
115,1341
115,1342
115,1343
115,1339
115,1345
115,1346
115,1347
115,1348
115,1086
115,1344
116,1377
116,1378
116,1379
116,1380
116,1381
116,1384
116,1383
116,1385
116,1386
116,1376
116,1382
116,1255
116,1370
116,1374
116,1366
116,1367
116,1368
116,543
116,1365
116,1375
116,1371
116,1372
116,1373
116,1369
117,1398
117,1407
117,1406
117,1405
117,1404
117,1403
117,1402
117,1401
117,1400
117,1399
117,1397
117,1408
117,1395
117,1396
117,1387
117,1388
117,1389
117,1390
117,969
117,1391
117,1392
117,1393
117,1394
117,1192
118,1426
118,1423
118,1424
118,1425
118,1427
118,1433
118,1429
118,1430
118,1431
118,1432
118,1434
118,1428
118,1422
118,1420
118,348
118,1409
118,1421
118,1411
118,1412
118,1413
118,1410
118,1415
118,1416
118,1417
118,1418
118,1419
118,1414
120,1038
120,265
120,347
120,1443
120,1442
120,524
120,1441
120,888
120,476
120,1430
120,1439
120,1438
120,288
120,1437
120,1436
120,1435
120,1440
121,524
121,1443
121,476
121,1456
121,1457
121,1442
121,1459
121,1437
121,1458
121,347
121,773
121,1460
121,1461
121,1441
121,888
121,1038
121,1430
121,1440
121,1455
121,265
121,1445
121,1446
121,1447
121,1448
121,1444
121,1450
121,1451
121,1452
121,1453
121,1454
121,1449
122,1430
122,347
122,1441
122,524
122,1443
122,888
122,476
122,1460
122,1442
122,1466
122,1038
122,1435
122,1464
122,1439
122,1462
122,1463
122,1465
122,1458
122,265
122,1455
122,1456
122,1453
122,1440
122,773
122,288
123,1472
123,933
123,1475
123,1474
123,1473
123,1471
123,1470
123,1469
123,1468
123,1467
123,91
124,1476
124,1477
124,1274
124,1478
124,1479
127,1487
127,1492
127,1491
127,1490
127,1489
127,1486
127,1488
127,1484
127,1483
127,1485
127,1482
127,1481
127,1480
127,1275
128,855
128,1501
128,853
128,1500
128,1499
128,1502
128,1497
128,1496
128,1495
128,1494
128,1493
128,1498
129,1512
129,1511
129,1510
129,1493
129,1509
129,1507
129,1506
129,1505
129,1504
129,1503
129,1508
132,1519
132,1523
132,1522
132,1520
132,1518
132,1521
132,1516
132,1515
132,1514
132,1513
132,1517
133,1524
133,1525
134,1539
134,1537
134,1536
134,1535
134,1534
134,1533
134,1532
134,1538
134,1530
134,1529
134,1528
134,1527
134,1526
134,1343
134,1531
135,1540
135,1541
135,1542
136,1550
136,1549
136,1548
136,1547
136,1545
136,1544
136,1543
136,1546
137,623
137,1564
137,1563
137,1562
137,980
137,1561
137,1560
137,1045
137,1559
137,1557
137,1556
137,1558
137,1555
137,1554
137,808
137,1553
137,1552
137,1551
138,1576
138,1575
138,1574
138,1573
138,1572
138,1571
138,1569
138,1568
138,1567
138,1566
138,1565
138,1570
139,1584
139,1588
139,1587
139,1320
139,1586
139,1585
139,1583
139,1577
139,1581
139,255
139,1580
139,1579
139,1578
139,1582
140,1602
140,1601
140,1600
140,1599
140,1598
140,507
140,1597
140,1596
140,1594
140,319
140,607
140,1593
140,1592
140,1591
140,1590
140,1589
140,1595
141,1618
141,1619
141,1620
141,1621
141,406
141,1624
141,949
141,1623
141,1625
141,1626
141,1627
141,1622
141,1617
141,1614
141,1615
141,1603
141,1604
141,1605
141,1616
141,1607
141,1606
141,1609
141,1610
141,1611
141,1612
141,1613
141,1608
142,1634
142,1637
142,1638
142,1635
142,1633
142,1636
142,1631
142,1628
142,406
142,1632
142,1630
142,1629
143,1653
143,1652
143,1651
143,1650
143,1649
143,1648
143,1646
143,1647
143,1644
143,1643
143,1642
143,1641
143,1640
143,1639
143,1645
144,1659
144,1661
144,1660
144,1658
144,1654
144,1656
144,1655
144,1657
145,1662
145,1663
145,261
145,1664
145,260
145,1665
145,257
145,1666
146,1671
146,830
146,1670
146,1673
146,1668
146,1669
146,1672
146,1667
147,1674
147,1675
147,1676
147,1677
147,1678
147,1679
147,1680
147,1681
147,1682
147,1683
147,1684
148,1688
148,767
148,1136
148,1686
148,1687
148,859
148,320
148,607
148,1685
149,1689
149,1690
149,1691
149,1692
149,1693
149,1694
149,1695
150,1707
150,1708
150,1709
150,1710
150,1711
150,1716
150,1712
150,1713
150,1714
150,1715
150,426
150,1229
150,1717
150,1706
150,1704
150,1696
150,988
150,1705
150,1698
150,1244
150,1697
150,1699
150,1700
150,1701
150,1702
150,1703
150,292
152,1731
152,1730
152,1729
152,1728
152,1727
152,1725
152,1726
152,1723
152,1722
152,1721
152,1720
152,1719
152,1718
152,1724
153,1738
153,1737
153,1736
153,1735
153,1734
153,1733
153,1631
153,1371
153,1552
153,1732
154,1718
154,1745
154,1725
154,1744
154,1724
154,1722
154,1721
154,1743
154,1742
154,1741
154,1740
154,1723
154,1739
154,1720
155,1789
155,1788
155,1787
155,1786
155,1785
155,1784
155,1781
155,1782
155,1790
155,1780
155,1779
155,1778
155,294
155,1777
155,1783
155,1398
155,1806
155,1792
155,1776
155,1805
155,1804
155,1803
155,1802
155,1801
155,1791
155,1800
155,1798
155,1797
155,1796
155,1795
155,1794
155,1793
155,1799
155,1775
155,1758
155,1773
155,1774
155,1746
155,1747
155,1043
155,1748
155,1749
155,1750
155,1751
155,1752
155,1753
155,1754
155,1755
155,1756
155,1757
155,1637
155,1759
155,1765
155,1624
155,1760
155,446
155,1761
155,1762
155,1763
155,1764
155,287
155,1766
155,1767
155,1768
155,1769
155,1770
155,1771
155,1772
156,1664
156,1809
156,1810
156,1808
156,1172
156,1807
157,1718
157,1724
157,1722
157,1725
157,1721
157,1814
157,1723
157,1744
157,1242
157,1813
157,1727
157,1812
157,1811
157,1720
158,1823
158,1829
158,1828
158,1830
158,1827
158,1826
158,1825
158,1824
158,902
158,1816
158,1821
158,1820
158,1819
158,1818
158,1817
158,817
158,1815
158,916
158,1822
159,1834
159,1830
159,1815
159,1833
159,1835
159,899
159,1197
159,1202
159,1831
159,1832
161,1851
161,1850
161,1849
161,1848
161,1847
161,420
161,1846
161,1844
161,1843
161,1842
161,1845
161,1840
161,718
161,1839
161,1838
161,1837
161,1332
161,1394
161,1836
161,574
161,1527
161,1841
162,1865
162,1866
162,1867
162,789
162,1868
162,1873
162,348
162,1870
162,1871
162,1872
162,1874
162,1869
162,1864
162,1767
162,1862
162,1863
162,1853
162,1854
162,1855
162,1856
162,1852
162,1858
162,1859
162,169
162,1860
162,1861
162,1857
163,1882
163,1883
163,1332
163,1394
163,1850
163,1841
163,1839
163,1849
163,1881
163,574
163,1837
163,15
163,1880
163,1838
163,1836
163,1527
163,718
163,1840
163,1876
163,1877
163,1878
163,1879
163,1875
164,1892
164,1897
164,1896
164,1895
164,1894
164,1893
164,1891
164,1887
164,1889
164,1888
164,1890
164,1886
164,1885
164,1884
165,1906
165,1339
165,1203
165,1907
165,1908
165,1909
165,1219
165,1910
165,1905
165,1242
165,1217
165,779
165,476
165,1904
165,1212
165,1902
165,1232
165,1208
165,1218
165,1898
165,1900
165,1210
165,1899
165,1220
165,1207
165,1901
165,1241
165,1020
165,1209
165,1903
166,1922
166,1917
166,1921
166,1920
166,1919
166,1918
166,1916
166,1914
166,1913
166,1912
166,1911
166,1915
167,197
167,1937
167,1938
167,1939
167,1940
167,1941
167,1943
167,1944
167,1945
167,1865
167,1946
167,1086
167,1942
167,1698
167,1947
167,1935
167,1923
167,1924
167,1925
167,1926
167,1927
167,1928
167,1936
167,1930
167,1931
167,1932
167,1933
167,1934
167,1929
168,1720
168,1952
168,1950
168,1727
168,1949
168,1721
168,1951
168,1948
168,1723
168,1724
168,1718
168,1725
168,1813
168,1722
169,1968
169,1969
169,1970
169,1971
169,1972
169,1973
169,1250
169,1975
169,1976
169,1977
169,1978
169,1979
169,1980
169,1974
169,32
169,1967
169,1965
169,1966
169,1953
169,1954
169,1955
169,1956
169,1248
169,1957
169,1310
169,1959
169,1960
169,1961
169,1962
169,1963
169,1964
169,1958
170,1990
170,1765
170,1996
170,1995
170,1994
170,1993
170,1992
170,1991
170,1989
170,1986
170,1987
170,1985
170,1984
170,511
170,1983
170,1982
170,1981
170,1988
171,2009
171,2010
171,1916
171,2013
171,1911
171,1919
171,1921
171,2011
171,2012
171,1918
171,1917
171,2008
171,2002
171,2006
171,2005
171,2004
171,2003
171,1914
171,2001
171,2000
171,1999
171,1998
171,1997
171,2007
172,1084
172,2016
172,1720
172,2015
172,2014
172,1723
172,1721
172,1725
172,1718
172,1724
172,1722
173,2026
173,214
173,2032
173,2031
173,2029
173,2028
173,2027
173,2025
173,2030
173,2023
173,2017
173,2018
173,2019
173,2024
173,2020
173,2021
173,2022
174,1950
174,1727
174,1718
174,2039
174,1725
174,2038
174,2037
174,2036
174,2040
174,1724
174,1355
174,2035
174,1723
174,1722
174,1721
174,1720
174,575
174,2034
174,1084
174,2033
174,1952
174,1726
175,2053
175,2054
175,2055
175,2056
175,2052
175,260
175,2057
175,2058
175,1168
175,2051
175,1302
175,2049
175,2041
175,2043
175,2044
175,2045
175,2042
175,2047
175,2048
175,2050
175,2046
176,2066
176,2072
176,2071
176,2070
176,2069
176,2068
176,2067
176,2065
176,2064
176,2063
176,2062
176,2061
176,2060
176,1042
176,2059
176,1968
177,2079
177,2083
177,2082
177,1086
177,2080
177,321
177,2078
177,2081
177,2076
177,2075
177,2074
177,2073
177,958
177,469
177,2077
178,2089
178,2088
178,2086
178,2087
178,2084
178,1712
178,2085
179,2099
179,2105
179,2104
179,2103
179,2102
179,2101
179,2100
179,2106
179,2098
179,2096
179,881
179,2095
179,2094
179,2093
179,2092
179,2091
179,2090
179,2097
180,2126
180,2119
180,2120
180,2121
180,2125
180,2123
180,2124
180,2117
180,2122
180,251
180,2118
180,2115
180,2114
180,2113
180,2112
180,770
180,2111
180,2110
180,2109
180,2108
180,2107
180,2116
182,1527
182,2134
182,2133
182,2132
182,2131
182,1087
182,2129
182,1440
182,2128
182,2127
182,2130
183,2139
183,1627
183,2137
183,2138
183,2135
183,2039
183,2132
183,2136
184,1192
184,294
184,2154
184,1013
184,2153
184,2152
184,2151
184,2150
184,791
184,377
184,2147
184,2149
184,2148
184,2146
184,2145
184,2144
184,2143
184,2142
184,2141
184,2140
184,290
185,2164
185,2165
185,933
185,2170
185,2167
185,2168
185,2169
185,2166
185,94
185,2162
185,2161
185,2160
185,2159
185,2158
185,2157
185,2156
185,2155
185,2163
186,2180
186,2179
186,2178
186,1169
186,2152
186,2177
186,2175
186,2176
186,2173
186,2172
186,2171
186,446
186,15
186,375
186,2174
187,2207
187,2206
187,2178
187,369
187,2203
187,2208
187,619
187,2202
187,2204
187,2209
187,15
187,2211
187,476
187,817
187,2212
187,2213
187,1804
187,2214
187,2215
187,2216
187,2217
187,2218
187,2210
187,696
187,2205
187,2200
187,2201
187,2182
187,2183
187,2184
187,2185
187,2061
187,2186
187,24
187,2187
187,2188
187,2189
187,2181
187,2191
187,2192
187,2193
187,2194
187,2195
187,2196
187,2197
187,2198
187,1102
187,2199
187,2190
189,627
189,2205
189,2244
189,2240
189,2243
189,2242
189,2241
189,2245
189,15
189,579
189,731
189,1242
189,2204
189,2246
189,2247
189,2248
189,2210
189,2207
189,2249
189,2239
189,29
189,2238
189,2211
189,2236
189,24
189,2219
189,2220
189,2221
189,2222
189,2223
189,1439
189,2224
189,2225
189,2218
189,2237
189,2227
189,696
189,2228
189,2229
189,2230
189,2231
189,2232
189,2233
189,2234
189,2226
189,2235
192,2263
192,2264
192,2047
192,2265
192,2266
192,2268
192,2267
192,2039
192,969
192,2262
192,1200
192,2261
192,2258
192,2259
192,2250
192,2251
192,2260
192,1301
192,2252
192,840
192,2254
192,2255
192,2256
192,2257
192,2253
193,2038
193,2278
193,2277
193,1723
193,2276
193,2275
193,2274
193,2273
193,1725
193,2272
193,1721
193,2163
193,2271
193,2270
193,2269
194,2296
194,2297
194,2298
194,2299
194,2300
194,2301
194,2302
194,2305
194,2304
194,2295
194,2306
194,2307
194,2308
194,2309
194,2303
194,2294
194,2291
194,2292
194,2279
194,2280
194,2281
194,2282
194,2283
194,299
194,2293
194,2284
194,1683
194,2286
194,2287
194,2288
194,2289
194,2290
194,2285
195,2315
195,2316
195,2314
195,2310
195,2312
195,2311
195,2313
196,1212
196,2330
196,2329
196,1898
196,1211
196,1339
196,2328
196,2327
196,2326
196,1219
196,2325
196,1216
196,2323
196,2324
196,2317
196,2318
196,2319
196,1905
196,1910
196,779
196,1242
196,2321
196,2322
196,2320
197,2348
197,1911
197,2349
197,2350
197,1985
197,2351
197,2352
197,2353
197,2359
197,2355
197,2356
197,2357
197,2358
197,2360
197,2361
197,2362
197,271
197,2354
197,71
197,2341
197,2346
197,2347
197,967
197,1102
197,2332
197,2333
